"Product_Name","Image_Name","required_issue","business","vendor_price","unit","brand","category","sub_category","price"
"sunglass medium--not-unique-01","not found","0","0","0","0","0","0","0","0"
"sunglass--not-unique-02","not found","0","0","0","0","0","0","0","0"
"sunglass--not-unique-03","not found","0","0","0","0","0","0","0","0"
"sunglass--not-unique-04","not found","0","0","0","0","0","0","0","0"
