"Product_Name","Image_Name","required_issue","business","unit","brand","category","sub_category","price"
"Meril Baby Soap 1","not found","0","0","0","0","0","0","0"
"Meril Baby Olive Oil","not found","0","0","0","0","0","0","0"
"White Plus Toothpaste 1","not found","0","0","0","0","0","0","0"
"Sepnil Natural Sanitizing Handwash  Marigold","not found","0","0","0","0","0","0","0"
"Sepnil Natural Sanitizing Handwash refill  Marigold","not found","0","0","0","0","0","0","0"
"Sepnil Natural Sanitizing Handwash  Tea Oil","not found","0","0","0","0","0","0","0"
"Sepnil Natural Sanitizing Handwash refill  Tea Oil","not found","0","0","0","0","0","0","0"
"Sepnil Fruity Sanitizing Hand Wash  Orange","not found","0","0","0","0","0","0","0"
"Sepnil Fruity Sanitizing Hand Wash  Apple","not found","0","0","0","0","0","0","0"
"Sepnil Fruity Sanitizing Hand Wash  Apple  Refill","not found","0","0","0","0","0","0","0"
"Senora Sanitary Napkin Belt 1","not found","0","0","0","0","0","0","0"
"
","none","1","1","0","0","0","0","0"
