"Product_Name","Image_Name","required_issue","un_business","un_vendor_price","un_unit","un_brand","un_category","un_sub_category","un_price","business","name","unit","per_unit_value","brand","category","sub_category","sub_category2","vendor_price","price","is_offer_enable","offer_price","featured_image","short_resolation_image","type","keywords","alert_quantity","slug","sku","delivery_time","status","enable_stock","current_stock","description","shipping_charge","image1","image2","image3","image4","image5","image6"
"PRO GAMING MECHANICAL KEYBOARD MK882 RGB","none","1","0",,"0","0","1","0","0","newazenterprise","PRO GAMING MECHANICAL KEYBOARD MK882 RGB","Piece","1","fantech","","","",,"1,950.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PRO GAMING MECHANICAL KEYBOARD MK884 RGB","none","1","0",,"0","0","1","0","0","newazenterprise","PRO GAMING MECHANICAL KEYBOARD MK884 RGB","Piece","1","fantech","","","",,"2,150.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PRO GAMING MECHANICAL KEYBOARD MK885 RGB","none","1","0",,"0","0","1","0","0","newazenterprise","PRO GAMING MECHANICAL KEYBOARD MK885 RGB","Piece","1","fantech","","","",,"6,600.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PRO GAMING MECHANICAL MINI KEYBOARD MK872 RGB","none","1","0",,"0","0","1","0","0","newazenterprise","PRO GAMING MECHANICAL MINI KEYBOARD MK872 RGB","Piece","1","fantech","","","",,"6,900.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PRO GAMING MECHANICAL KEYBOARD MK851 RGB","none","1","0",,"0","0","1","0","0","newazenterprise","PRO GAMING MECHANICAL KEYBOARD MK851 RGB","Piece","1","fantech","","","",,"6,250.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD MK852","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD MK852","Piece","1","fantech","","","",,"6,100.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD MK852 SPACE EDITION","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD MK852 SPACE EDITION","Piece","1","fantech","","","",,"6,900.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD MK852 SAKURA EDITION","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD MK852 SAKURA EDITION","Piece","1","fantech","","","",,"4,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD WITH WRISTPAD MK853","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD WITH WRISTPAD MK853","Piece","1","fantech","","","",,"4,800.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD WITH WRISTPAD MK853 SPACE EDITION","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD WITH WRISTPAD MK853 SPACE EDITION","Piece","1","fantech","","","",,"4,900.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD WITH WRISTPAD MK853 SAKURA EDITION","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD WITH WRISTPAD MK853 SAKURA EDITION","Piece","1","fantech","","","",,"5,200.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD MAXFIT108 MK855","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD MAXFIT108 MK855","Piece","1","fantech","","","",,"5,200.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD MAXFIT87 MK856","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD MAXFIT87 MK856","Piece","1","fantech","","","",,"4,800.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD MAXFIT61 MK857","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD MAXFIT61 MK857","Piece","1","fantech","","","",,"4,300.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"MECHANICAL KEYBOARD MAXFIT61 MK857 SPACE EDITION","none","1","0",,"0","0","1","0","0","newazenterprise","MECHANICAL KEYBOARD MAXFIT61 MK857 SPACE EDITION","Piece","1","fantech","","","",,"5,000.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wired Keyboard Mouse Combo KX-302s","none","1","0",,"0","0","1","0","0","newazenterprise","Wired Keyboard Mouse Combo KX-302s","Piece","1","fantech","","","",,"5,100.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wireless Keyboard Mouse Combo WK-893","none","1","0",,"0","0","1","0","0","newazenterprise","Wireless Keyboard Mouse Combo WK-893","Piece","1","fantech","","","",,"2,550.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"3 IN 1 GAMING COMBO P31","none","1","0",,"0","0","1","0","0","newazenterprise","3 IN 1 GAMING COMBO P31","Piece","1","fantech","","","",,"1,900.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"5 IN 1 GAMING COMBO P51","none","1","0",,"0","0","1","0","0","newazenterprise","5 IN 1 GAMING COMBO P51","Piece","1","fantech","","","",,"2,600.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wristpad AC4101M","none","1","0",,"0","0","1","0","0","newazenterprise","Wristpad AC4101M","Piece","1","fantech","","","",,"4,820.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wristpad AC4101L","none","1","0",,"0","0","1","0","0","newazenterprise","Wristpad AC4101L","Piece","1","fantech","","","",,"600.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MP25","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MP25","Piece","1","fantech","","","",,"600.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MP35","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MP35","Piece","1","fantech","","","",,"250.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MP44","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MP44","Piece","1","fantech","","","",,"500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MP80","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MP80","Piece","1","fantech","","","",,"550.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad black MP64 XL","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad black MP64 XL","Piece","1","fantech","","","",,"650.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MP292","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MP292","Piece","1","fantech","","","",,"400.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MP452","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MP452","Piece","1","fantech","","","",,"320.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MP902","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MP902","Piece","1","fantech","","","",,"650.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MPC450","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MPC450","Piece","1","fantech","","","",,"750.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad MPC900","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad MPC900","Piece","1","fantech","","","",,"1,450.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad black MPR800s","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad black MPR800s","Piece","1","fantech","","","",,"2,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Mousepad white MPR800s SPACE EDITION","none","1","0",,"0","0","1","0","0","newazenterprise","Mousepad white MPR800s SPACE EDITION","Piece","1","fantech","","","",,"2,050.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"RGB
Mousepad Pink MPR800s SAKURA EDITION","none","1","0",,"0","0","1","0","0","newazenterprise","RGB
Mousepad Pink MPR800s SAKURA EDITION","Piece","1","fantech","","","",,"2,000.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG72","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower- NO Case Cooling CG72","Piece","1","fantech","","","",,"2,000.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- 4 Case CG73","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower- 4 Case CG73","Piece","1","fantech","","","",,"3,900.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG74","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower- NO Case Cooling CG74","Piece","1","fantech","","","",,"4,650.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG75","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower- NO Case Cooling CG75","Piece","1","fantech","","","",,"4,200.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG76","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower- NO Case Cooling CG76","Piece","1","fantech","","","",,"4,300.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower-4 Case Cooling CG80- BLACK","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower-4 Case Cooling CG80- BLACK","Piece","1","fantech","","","",,"4,600.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower-4 Case Cooling CG80-PINK","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower-4 Case Cooling CG80-PINK","Piece","1","fantech","","","",,"5,670.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower-4 Case cooling CG80- WHITE","none","1","0",,"0","0","1","0","0","newazenterprise","Middle Tower-4 Case cooling CG80- WHITE","Piece","1","fantech","","","",,"6,300.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Fantech RGB PC Casing Fan FC-124","none","1","0",,"0","0","1","0","0","newazenterprise","Fantech RGB PC Casing Fan FC-124","Piece","1","fantech","","","",,"6,300.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PC Case Fan FB-301","none","1","0",,"0","0","1","0","0","newazenterprise","PC Case Fan FB-301","Piece","1","fantech","","","",,"750.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PC Case Fan FB-302","none","1","0",,"0","0","1","0","0","newazenterprise","PC Case Fan FB-302","Piece","1","fantech","","","",,"2,900.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-181 RED","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair GC-181 RED","Piece","1","fantech","","","",,"3,150.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-181 GREEN","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair GC-181 GREEN","Piece","1","fantech","","","",,"26,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 RED","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair GC-182 RED","Piece","1","fantech","","","",,"26,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 WHITE","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair GC-182 WHITE","Piece","1","fantech","","","",,"28,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 BLUE","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair GC-182 BLUE","Piece","1","fantech","","","",,"28,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 SAKURA","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair GC-182 SAKURA","Piece","1","fantech","","","",,"28,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair BLACK GC-184","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair BLACK GC-184","Piece","1","fantech","","","",,"28,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair BLACK","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Chair BLACK","Piece","1","fantech","","","",,"31,200.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Desk GD-612","none","1","0",,"0","0","1","0","0","newazenterprise","Gaming Desk GD-612","Piece","1","fantech","","","",,"16,000.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"2K Quad HD Web camera C30","none","1","0",,"0","0","1","0","0","newazenterprise","2K Quad HD Web camera C30","Piece","1","fantech","","","",,"30,500.00৳","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wireless Laser Presentation Remote WP10","none","1","0",,"0","1","0","0","0","newazenterprise","Wireless Laser Presentation Remote WP10","Piece","1","","","","",,"","","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wireless Laser Presentation Remote","none","1","0",,"0","1","0","0","0","newazenterprise","Wireless Laser Presentation Remote","Piece","","","","","",,"","","","","","","","3",,"","10080","active","1","10","","","","","","","",""
