"Product_Name","Image_Name","required_issue","un_business","un_vendor_price","un_unit","un_brand","un_category","un_sub_category","un_price","business","name","unit","per_unit_value","brand","category","sub_category","sub_category2","vendor_price","price","is_offer_enable","offer_price","featured_image","short_resolation_image","type","keywords","alert_quantity","slug","sku","delivery_time","status","enable_stock","current_stock","description","shipping_charge","image1","image2","image3","image4","image5","image6"
"RGB
Mousepad Pink MPR800s SAKURA EDITION","not found","0","0","0","0","0","0","0","0","newazenterprise","RGB
Mousepad Pink MPR800s SAKURA EDITION","Piece","1","fantech","electronic-accessori","computer-accessories","",,"2000.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG72","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower- NO Case Cooling CG72","Piece","1","fantech","electronic-accessori","computer-accessories","",,"2000.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- 4 Case CG73","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower- 4 Case CG73","Piece","1","fantech","electronic-accessori","computer-accessories","",,"3900.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG74","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower- NO Case Cooling CG74","Piece","1","fantech","electronic-accessori","computer-accessories","",,"4650.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG75","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower- NO Case Cooling CG75","Piece","1","fantech","electronic-accessori","computer-accessories","",,"4200.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower- NO Case Cooling CG76","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower- NO Case Cooling CG76","Piece","1","fantech","electronic-accessori","computer-accessories","",,"4300.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower-4 Case Cooling CG80- BLACK","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower-4 Case Cooling CG80- BLACK","Piece","1","fantech","electronic-accessori","computer-accessories","",,"4600.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower-4 Case Cooling CG80-PINK","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower-4 Case Cooling CG80-PINK","Piece","1","fantech","electronic-accessori","computer-accessories","",,"5670.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Middle Tower-4 Case cooling CG80- WHITE","not found","0","0","0","0","0","0","0","0","newazenterprise","Middle Tower-4 Case cooling CG80- WHITE","Piece","1","fantech","electronic-accessori","computer-accessories","",,"6300.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Fantech RGB PC Casing Fan FC-124","not found","0","0","0","0","0","0","0","0","newazenterprise","Fantech RGB PC Casing Fan FC-124","Piece","1","fantech","electronic-accessori","computer-accessories","",,"6300.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PC Case Fan FB-301","not found","0","0","0","0","0","0","0","0","newazenterprise","PC Case Fan FB-301","Piece","1","fantech","electronic-accessori","computer-accessories","",,"750.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"PC Case Fan FB-302","not found","0","0","0","0","0","0","0","0","newazenterprise","PC Case Fan FB-302","Piece","1","fantech","electronic-accessori","computer-accessories","",,"2900.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-181 RED","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair GC-181 RED","Piece","1","fantech","home-&-decor","furniture","",,"3150.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-181 GREEN","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair GC-181 GREEN","Piece","1","fantech","home-&-decor","furniture","",,"26500.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 RED","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair GC-182 RED","Piece","1","fantech","home-&-decor","furniture","",,"26500.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 WHITE","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair GC-182 WHITE","Piece","1","fantech","home-&-decor","furniture","",,"28500.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 BLUE","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair GC-182 BLUE","Piece","1","fantech","home-&-decor","furniture","",,"28500.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair GC-182 SAKURA","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair GC-182 SAKURA","Piece","1","fantech","home-&-decor","furniture","",,"28500.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair BLACK GC-184","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair BLACK GC-184","Piece","1","fantech","home-&-decor","furniture","",,"28500.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Chair BLACK","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Chair BLACK","Piece","1","fantech","home-&-decor","furniture","",,"31200.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Gaming Desk GD-612","not found","0","0","0","0","0","0","0","0","newazenterprise","Gaming Desk GD-612","Piece","1","fantech","electronics","camera-accessories-1","",,"16000.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"2K Quad HD Web camera C30","not found","0","0","0","0","0","0","0","0","newazenterprise","2K Quad HD Web camera C30","Piece","1","fantech","electronic-accessori","camera-accessories-1","",,"30500.00","0","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wireless Laser Presentation Remote WP10","none","1","0",,"0","0","0","0","1","newazenterprise","Wireless Laser Presentation Remote WP10","Piece","1","fantech","electronic-accessori","camera-accessories-1","",,"","","","","","","","3",,"","10080","active","1","10","","","","","","","",""
"Wireless Laser Presentation Remote","none","1","0",,"0","1","0","0","0","newazenterprise","Wireless Laser Presentation Remote","Piece","","","","","",,"","","","","","","","3",,"","10080","active","1","10","","","","","","","",""
