"Product_Name","Image_Name","required_issue","business","unit","brand","category","sub_category","price"
"Bread Toaster Cornel CT2209","not found","0","0","0","0","0","0","0"
"Electric Kettle Philips HD9300 00-01","not found","0","0","0","0","0","0","0"
"Hair Dryer Panasonic EHND52","not found","0","0","0","0","0","0","0"
"Iron Philips HD1172","not found","0","0","0","0","0","0","0"
"Kettle Tefal K0330815 1.7","not found","0","0","0","0","0","0","0"
"Steam Iron Palson Ceremic Velvet 2200W 30451","not found","0","0","0","0","0","0","0"
"GEEPAS STAINLESS STEEL KETTLE K5466N 1.8L","not found","0","0","0","0","0","0","0"
"GEEPAS HAND MIXER - OHM43012","not found","0","0","0","0","0","0","0"
"GEEPAS HAIR DRYER 2200W - GH8643","not found","0","0","0","0","0","0","0"
"GEEPAS HAIR DRYER 2000W - GHD8601B","not found","0","0","0","0","0","0","0"
"GEEPAS HAIR DRYER 2200W - GHD8619","not found","0","0","0","0","0","0","0"
