"Product_Name","Image_Name","required_issue","business","unit","brand","category","sub_category","price"
"BD Turmeric Powder 15gm","none","1","0","0","0","1","0","0"
"BD Turmeric Powder 50gm","none","1","0","0","0","1","0","0"
"BD Turmeric Powder 100gm","none","1","0","0","0","1","0","0"
"BD Turmeric Powder 200gm","none","1","0","0","0","1","0","0"
"BD Turmeric Powder 500gm","none","1","0","0","0","1","0","0"
"BD Turmeric Powder1000gm","none","1","0","0","0","1","0","0"
"BD Chilli Powder","none","1","0","0","0","1","0","0"
"BD Chilli Powder","none","1","0","0","0","1","0","0"
"BD Chilli Powder","none","1","0","0","0","1","0","0"
"BD Chilli Powder","none","1","0","0","0","1","0","0"
"BD Coriander Powder","none","1","0","0","0","1","0","0"
"BD Coriander Powder","none","1","0","0","0","1","0","0"
"BD Coriander Powder","none","1","0","0","0","1","0","0"
"BD Coriander Powder","none","1","0","0","0","1","0","0"
"BD Coriander Powder","none","1","0","0","0","1","0","0"
"BD Coriander Powder","none","1","0","0","0","1","0","0"
"BD Cumin Powder","none","1","0","0","0","1","0","0"
"BD Turmeric Powder (JAR)","none","1","0","0","0","1","0","0"
"BD Chilli Powder (JAR)","none","1","0","0","0","1","0","0"
"BD Coriander Powder (JAR)","none","1","0","0","0","1","0","0"
"BD Cumin Powder (JAR)","none","1","0","0","0","1","0","0"
"BD Cumin Powder","none","1","0","0","0","1","0","0"
