,name,unit,per_unit_value,brand,category,sub_category,sub_category2,vendor_price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,slug,sku,delivery_time,status,enable_stock,current_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
sevendaysnotes,Everyday Graphic Dot-Grid Texture Ash Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,83,100,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Everyday Graphic Graph-Grid Texture Black Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,83,100,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Everyday Graphic Dot-Grid Texture Ash & Graph-Grid Texture Black Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,166,200,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Everyday Graphic & Portrait Dot-Grid Graph-Grid & PlainPortrait Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,224,270,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Everyday Graphic PlainPortrait Kraft Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,58,70,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Writers Edition Black Lined Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,183,220,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Writers Edition Kraft Lined Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,183,220,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Writers Edition Black & Kraft Lined Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,365,440,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Raw.Real Black Ball Pen,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,29,35,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendaysnotes Black Ball Pen,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,25,30,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendaysnotes Black Wooden Pencil,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,25,30,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendaysnotes Black Wooden Pencil 3-pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,75,90,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendaysnotes Black Wooden Pencil 6-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,149,180,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Artist Series Black-Spiral Round Kraft Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,133,160,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Series Gray Notebook with Pencil,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,87,105,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Studio Series Spiral-Bound Kraft Notebook with Pencil,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,133,160,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Traveller’s Notebook with Pencil,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,133,160,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka Notebook SN202008122 with Pencil,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Cannabis Series White Leaf Notebook SN20201125,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Cannabis Series Orange Leaf Notebook SN20201125,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Cannabis Series Orange Leaf & White Leaf Notebook SN20201125 2-Pack ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,133,160,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Cannabis Series Black Green Brown Orange & White Leaf Notebook SN20201125 5-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,332,400,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,News Cover Series Workbook Ash Olive Notebook SN20201126,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,News Cover Series Workbook Olive Notebook SN20201126,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,News Cover Series Workbook Ash Olive & Olive Notebook SN20-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,133,160,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Chattogram Notebook SN202130127,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Chattogram Notebook SN202130128,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Chattogram Notebook SN202130128 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Poplars near Nuenen Notebook SN202130129,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Love Notebook SN202130130,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Merry Christmas Notebook SN202130131,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Irises Notebook SN202130132,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Almond Blossoms Notebook SN202130133,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,100,120,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka & Chattogram NotebookSN202008122 & SN202130127 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka & Chattogram Notebook SN202008122,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Middle Man Texture Black Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,183,220,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Middle Man Kraft & Texture Black Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,365,440,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Starry Night Almond Blossoms Irises Poplars near Nuenen The Night Café & Wheatfield with Crows Notebook ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,598,720,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Starry Night & Almond Blossoms Notebook SN201903104 & SN202130133 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Dhaka & Chattogram Notebook SN20200812,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,299,360,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,"Shuvo Nabobarsho ""Mukhosh"" Notebook with Badge SN202002101",Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendays Chattogram Canvas Tote Bag,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,291,350,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendays Chattogram Canvas Tote Bag,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,291,350,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Sevendays Chattogram Canvas Tote Bag 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,581,700,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Almond Blossoms & Wheatfield with Crows NotebookSN20,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Almond Blossoms & Night Café Notebook SN202130133& SN-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Starry Night & Irises Notebook SN201903104 ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Almond Blossoms & Irises Notebook SN202130133 ,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,199,240,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Green Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,303,365,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Red Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,303,365,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Kraft Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,303,365,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Green & Kraft Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,606,730,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Green & Red Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,606,730,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Kraft & Red Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,606,730,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,365 Days Green Red & Kraft Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,909,1095,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,62,75,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Blue Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,62,75,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Red Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,62,75,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Kraft Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,62,75,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black & Blue Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black & Red Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black & Kraft Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Blue & Kraft Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Blue & Red Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black Blue & Kraft Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,187,225,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black Blue & Red Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,187,225,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black Kraft & Red Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,187,225,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Blue Kraft & Red Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,187,225,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Book Black Blue Kraft & Red Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Red Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Orange Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture White Cover Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey & Kraft Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey & Orange Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey & Red Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey & Texture White Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft & Texture White Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft & Orange Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft & Red Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Orange & Red Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Orange & Texture White Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Red & Texture White Cover Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,249,300,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Kraft & Orange Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Kraft & Red Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Kraft & Texture White Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Orange & Red Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Orange & Texture Whtie Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Red & Texture Whtie Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft Orange & Red Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft Orange & Texture White Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft Red & Texture White Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Orange Red & Texture White Cover Notebook 3-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,374,450,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Kraft Orange & Red Cover Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,498,600,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Kraft Orange & Texture White Cover Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,498,600,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Orange Red & Texture White Cover Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,498,600,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Kraft Orange Red & Texture White Cover Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,498,600,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Kraft Red & Texture White Cover Notebook 4-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,498,600,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Yellowish Page Hand Made Texture Grey Kraft Orange Red & Texture White Cover Notebook 5-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,623,750,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Pocket Series Red Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,66,80,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Silver Coated Paper Black Spiral Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,149,180,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Silver Coated Paper Black Spiral Studio Series Notebook,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,125,150,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Silver Coated Paper Black Spiral & Studio Series Notebook 2-Pack,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,274,330,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Black Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Blue Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Red Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Kraft Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Dimgray Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Drak Brown Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Orange Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
sevendaysnotes,Landscape Series Texture Cream Notebook Premium Bianco Paper for Artist,Piece,1,deshi-bazaar-book's-collections,home-&-decor,"media,-music-and-books",,349,420,0,,,,,"home-&-decor,media,-music-and-books",10,,,10080,active,1,100,,,,,,,,
