business,name,unit,per unit value,brand,category,sub category,sub category2,price,is offer enable,offer price,featured image,short resolation image,type,keywords,alert quantity,sku,delivery time,current stock,enable stock,shipping charge,status,description,image1,image2,image3,image4,image5,image6
neocare(incepta),Aspire Adult diaper Medium 20 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,1700,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),Aspire Adult diaper Large 20 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,1900,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),NeoCare Baby Wipes 120 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,220,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),NeoCare Baby Wipes 80 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,190,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),NeoCare Wet Wipes 10 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,40,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),NeoCare Disinfectant wipes 25 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,125,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),NeoCare Disinfectant wipes 100 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,500,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),Lumera Make up remover Wipes 25 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,200,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
neocare(incepta),Aspire Adult wet towel 80 Pack,Piece,1,neo-care,babies-&-toys,diapers-and- potty,,400,,,,,,,10,,10080,100,1,,active,"<p>Buy NeoCare belt system baby diaper small size for 3-6 kg badies 50pcs in Bangladesh from Cellsii.com. Your baby is one of the most precious &amp; special gifts of your life. They make your life complete &amp; blissful. That&rsquo;s why they deserve maximum care &amp; comfort from you. ""NeoCare"" is a specially designed baby diaper which ensures dryness over a longer period of time. NeoCare helps ensure a healthy and happy baby.</p>",,,,,,
atomy,Atomy Aqua Cream,Piece,1,atomy,health-and-beauty-1,makeup,,2500,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Calming skin,Piece,1,atomy,health-and-beauty-2,makeup,,2900,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Daily expert mask,Piece,1,atomy,health-and-beauty-3,makeup,,2000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Daily expert mask Brightening,Piece,1,atomy,health-and-beauty-4,makeup,,2000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Absolute Spot  Out Crem,Piece,1,atomy,health-and-beauty-5,makeup,,4000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Saengmodan Hair Tonic,Piece,1,atomy,health-and-beauty-6,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Toothpaste,Piece,1,atomy,health-and-beauty-7,makeup,,750,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy The Fame Skin Care System,Piece,1,atomy,health-and-beauty-8,makeup,,15000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Lip Liquid Velvet,Piece,1,atomy,health-and-beauty-9,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Absolute Essence sun,Piece,1,atomy,health-and-beauty-10,makeup,,2000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Absolute spot out essence,Piece,1,atomy,health-and-beauty-11,makeup,,5900,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Absolute urban shield sun,Piece,1,atomy,health-and-beauty-12,makeup,,2400,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Absolute urban shield sun Refill,Piece,1,atomy,health-and-beauty-13,makeup,,1600,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Lip Liquid,Piece,1,atomy,health-and-beauty-14,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Lipstick,Piece,1,atomy,health-and-beauty-15,makeup,,2100,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Hydra Brightening Cream,Piece,1,atomy,health-and-beauty-16,makeup,,3100,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Hydra Brightening Capsule Essence,Piece,1,atomy,health-and-beauty-17,makeup,,3200,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Herbal Hair Shampoo,Piece,1,atomy,health-and-beauty-18,makeup,,2000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Toothbrush,Piece,1,atomy,health-and-beauty-19,makeup,,160,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Marine Eye Patch,Piece,1,atomy,health-and-beauty-20,makeup,,2500,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Calming Skin & Again Serum,Piece,1,atomy,health-and-beauty-21,makeup,,3200,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Absolute bb,Piece,1,atomy,health-and-beauty-22,makeup,,2400,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy sunscreen (beige),Piece,1,atomy,health-and-beauty-23,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Peeling Gel,Piece,1,atomy,health-and-beauty-24,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Foam cleanser,Piece,1,atomy,health-and-beauty-25,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Deep Cleanser,Piece,1,atomy,health-and-beauty-26,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Peel   off mask,Piece,1,atomy,health-and-beauty-27,makeup,,1800,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Absolute cellactive skincare set,Piece,1,atomy,health-and-beauty-28,makeup,,32000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Eco mild bubble cleanser,Piece,1,atomy,health-and-beauty-29,makeup,,2000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Derma real cica set,Piece,1,atomy,health-and-beauty-30,makeup,,9000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Healthy Glow Base,Piece,1,atomy,health-and-beauty-31,makeup,,2200,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Deep pure cleansing oil,Piece,1,atomy,health-and-beauty-32,makeup,,3100,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Gold collagem ampoule cushion,Piece,1,atomy,health-and-beauty-33,makeup,,5500,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Tone up Moisturizer,Piece,1,atomy,health-and-beauty-34,makeup,,2200,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Homme Lotion,Piece,1,atomy,health-and-beauty-35,makeup,,2600,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Homme Essence,Piece,1,atomy,health-and-beauty-36,makeup,,2700,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Homme Toner,Piece,1,atomy,health-and-beauty-37,makeup,,2700,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Acne Cler Serum,Piece,1,atomy,health-and-beauty-38,makeup,,3200,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Herbal Body Cleanser,Piece,1,atomy,health-and-beauty-39,makeup,,2000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy Marine Ampoule Gel Mask,Piece,1,atomy,health-and-beauty-40,makeup,,4000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
atomy,Atomy 7 Solutions Gel Mask,Piece,1,atomy,health-and-beauty-41,makeup,,4000,,,,,,,10,,10080,100,1,,active,"<p>Functions Soothing Moisturizing Restoring Strengthening Smoothing Brightening Nutritional Hydro-gel sheet that sticks firmly along the face line, leaving out any space.</p>",,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Piece,1,,,,,,,,,,,,,,,,,,,,,,,,,
