business,name,unit,per_unit_value,brand,category,sub_category,sub_category2,vendor_price,price,is_offer_enable,offer_price,featured_image,short_resolation_image,type,keywords,alert_quantity,slug,sku,delivery_time,current_stock,status,enable_stock,description,shipping_charge,image1,image2,image3,image4,image5,image6
liteelectronicsltd,GTR 2 E – Black,Piece,1,amazfit,electronic-accessori,smart-watches,,8950,10990,0,,,,,"electronic-accessori,smart-watches",5,,,,100,active,1,"<p>BASIC INFO:
Model No: GTR 2e
Release Date: December 2020
Dimension : 46.5 x 46.5 x 10.8 mm
Weight: 32g (without strap)
Colors: Obsidian Black Dolphin Grey Ice Lake Green
W & D Proof : 5 ATM
OS: Android 5.0 and above iOS 10.0 and above

DISPLAY:
Size : 1.39-inch
Type: AMOLED display
Resolation : 454 x 454 Pixels
PPI : 326 ppi
Protection : Corning Gorilla 3 tempered glass + Anti-fingerprint coating

BATTERY:
Battery: Li-Po
Capacity: 471 mAh
Removable: Non-Removable
F Charging : About 2 hours / Magnetic / 2-pins POGO pin

NETWORK:
2G Network: N/A
3G Network: N/A
4G Network: N/A
Speed: No

CONNECTIVITY:
WALAN: No
Bluetooth: Bluetooth 5.0 BLE
USB: No
GPS: Yes with GLONASS
NFC: Yes</P>",,,,,,,
liteelectronicsltd,GTR 2 – Obsidian Black Sport Edition,Piece,1,amazfit,electronic-accessori,smart-watches,,11630,14990,0,,,,,"electronic-accessori,smart-watches",5,,,,100,active,1,"<p>BASIC INFO:
Model No: GTR 2e
Release Date: December 2020
Dimension : 46.5 x 46.5 x 10.8 mm
Weight: 32g (without strap)
Colors: Obsidian Black Dolphin Grey Ice Lake Green
W & D Proof : 5 ATM
OS: Android 5.0 and above iOS 10.0 and above

DISPLAY:
Size : 1.39-inch
Type: AMOLED display
Resolation : 454 x 454 Pixels
PPI : 326 ppi
Protection : Corning Gorilla 3 tempered glass + Anti-fingerprint coating

BATTERY:
Battery: Li-Po
Capacity: 471 mAh
Removable: Non-Removable
F Charging : About 2 hours / Magnetic / 2-pins POGO pin

NETWORK:
2G Network: N/A
3G Network: N/A
4G Network: N/A
Speed: No

CONNECTIVITY:
WALAN: No
Bluetooth: Bluetooth 5.0 BLE
USB: No
GPS: Yes with GLONASS
NFC: Yes</P>",,,,,,,
liteelectronicsltd,GTR 2 – Obsidian Black Classic Edition,Piece,1,amazfit,electronic-accessori,smart-watches,,12400,14990,0,,,,,"electronic-accessori,smart-watches",5,,,,100,active,1,"<p>BASIC INFO:
Model No: GTR 2e
Release Date: December 2020
Dimension : 46.5 x 46.5 x 10.8 mm
Weight: 32g (without strap)
Colors: Obsidian Black Dolphin Grey Ice Lake Green
W & D Proof : 5 ATM
OS: Android 5.0 and above iOS 10.0 and above

DISPLAY:
Size : 1.39-inch
Type: AMOLED display
Resolation : 454 x 454 Pixels
PPI : 326 ppi
Protection : Corning Gorilla 3 tempered glass + Anti-fingerprint coating

BATTERY:
Battery: Li-Po
Capacity: 471 mAh
Removable: Non-Removable
F Charging : About 2 hours / Magnetic / 2-pins POGO pin

NETWORK:
2G Network: N/A
3G Network: N/A
4G Network: N/A
Speed: No

CONNECTIVITY:
WALAN: No
Bluetooth: Bluetooth 5.0 BLE
USB: No
GPS: Yes with GLONASS
NFC: Yes</P>",,,,,,,
liteelectronicsltd,GTS 2 E – Black,Piece,1,amazfit,electronic-accessori,smart-watches,,8325,10890,0,,,,,"electronic-accessori,smart-watches",5,,,,100,active,1,"ody: Aluminum alloy
Bottom Shell: Plastic
Buttons: 1 button
Waterproofing Grade: 5 ATM
Screen
Material: AMOLED
Size: 1.65 inches
Resolution: 348 x 442
PPI: 341
Endurance
Battery Capacity: 246 mAh (typical value)
Charging Method: Magnetic Charging Stand
Charging Time: About 2 hours
Typical Usage Battery Life: 7 days
Basic Usage Battery Life: 20 days
Heavy Usage Battery Life: 3.5 days
Sensor
Health: Huami self-developed BioTrackerTM 2 PPG (support blood oxygen) biological data sensor
Movement: Air pressure sensor Acceleration sensor Gyroscope sensor Geomagnetic sensor Ambient light sensor
Connection: Bluetooth 5.0 WLAN 2.4GHz
Positioning: GPS + GLONASS
Strap
Material: Silicone
Width: 20 mm
Clasp: Classic Pin Buckle
Other
Speaker Support
Microphone Support
Linear Motor Support
Supported Devices: Android 5.0 or iOS 10.0 and above
Application: Zepp App</P>",,,,,,,
liteelectronicsltd,Power Buds,Piece,1,amazfit,electronic-accessori,audio,,5350,6480,0,,,,,"electronic-accessori,audio",5,,,,100,active,1,"Amazfit PowerBuds TWS Earbuds
Precise Heart Rate Monitoring During Exercise with PPG Sensor Real-Time Notifications for Workout Status and Excessive Heart Rate Data.
Magnetic Sport Ear Hooks for Increased Stability Easy to Remove and to Store.
8 Hours Battery Life on a Single Charge and 24 Hours with the Charging Case.
Professional Sports Sound System Bring.s Immersive and Dynamic Sound.
ENC Dual-Microphone Noise Reduction for HD Calls.
IP55 Water & Dust Resistance.
Truly Wireless Wear Sensors and Touch Function.",,,,,,,
liteelectronicsltd,Amazfit T-Rex (A 1919) - Army Green,Piece,1,amazfit,electronic-accessori,smart-watches,,8990,10790,0,,,,,"electronic-accessori,smart-watches",5,,,,100,active,1,"<p>Amazfit T-Rex Smart Watch Global Version
Screen: AMOLED
Bluetooth Version: Bluetooth 5.0
Screen resolution: 360 x 360
Screen size: 1.3 inch
Operating mode: Touch Screen
Waterproof / Water-Resistant: Yes
IP rating: 5 ATM
Find phone: Yes
Health tracker: Heart rate monitor
Battery Battery Capacity: 390mAh
Charging Time: About 2 hours
Band material: Silicone
Case material: High Polymer Material
Shape of the dial: Round
Dial size: 47.7mm
Band size: 22mm
Compatible OS Version: Android 5.0 or iOS 10.0 and above</P>",,,,,,,
liteelectronicsltd,T15 Earbuds TWS Haylou - Black,Piece,1,haylou,electronic-accessori,audio,,1500,1950,0,,,,,"electronic-accessori,audio",5,,,,100,active,1,"<p>Main Feature
Frequency
20-20000Hz
Impedance
32 ohms
Sound level/Sensitivity
high-sensitivity Hall switch control
Signal/Noise
DSP Smart Noise Isolation
Connection Type
Wireless
Others
Standby time: 110h
Charging Time: 4h
Battery Type: Li-ion Battery
Music Time: 60h
Physical Specification
Connector
Bluetooth
Drivers
6 mm dynamic driver
Weight
3.7(57)grams
Warranty
Warranty 90Day</P>",,,,,,,
liteelectronicsltd,LS05 Smart Watch L   ,Piece,1,haylou,electronic-accessori,smart-watches,,2270,2750,0,,,,,"electronic-accessori,smart-watches",5,,,,100,active,1,"<p>HAYLOU (LS05) Smart Watch Solar is a classic example of a stylish modern smartwatch.

They have everything you need for this type of gadget:

Large convenient display with a diagonal of 1.28 inches TFT-matrix and a resolution of 240x240 pixels.
Protection against moisture and dust according to IP68 standard.
Bluetooth 5.0 support.
9 different sports modes.
24/7 heart rate monitoring sensor.
Sleep monitoring function.
Built-in 340 mAh battery that allows you to work up to 14 days (depending on the intensity of use).
Lightweight - only 54 grams.
And of course a gorgeous design!
Warranty
Warranty 90Day</P>",,,,,,,
liteelectronicsltd,JBL T215 TWS  Earbuds (Black),Piece,1,jbl,electronic-accessori,audio,,6890,8620,0,,,,,"electronic-accessori,audio",5,,,,100,active,1,"<p>Product Description:
Product Type: Earphone
GENERAL SPECIFICATIONS
<p>JBL Tune 215TWS True Wireless Earbuds

Key Features
• 6mm Drivers & JBL Pure Bass Sound
• Up to 5 Hours of Playback
• Charging Case with 20 Additional Hours
• Built-In Mic for Hands-Free Calls

Specifications:
• Brand: JBL
• Model No: 115
• Product Type: Earbuds

Headphone
• Earpiece Design: In-Ear (Intra-Aural)
• Driver Type: Dynamic
• Driver Size: 0.2? / 6 mm
• Impedance: 14 Ohms
• Active Noise Cancellation: Yes

Performance
• Frequency Response: 20 Hz to 20 kHz (Wireless)
• Sensitivity: 108 dB SPL at 1 kHz / 1 mW
• Maximum Sound Pressure Level (SPL): 95 dB

Microphone
• Noise Canceling: Not Specified by Manufacturer
• Sensitivity: -30 dBV/Pa at 1 kHz

Wireless Connectivity
• Wireless Modulation: Bluetooth: ?/4 DQPSK, 8DPSK, GFSK
• Bluetooth Profiles: A2DP 1.3, AVRCP 1.6, HFP 1.7
• Bluetooth: 5.0
• Frequency    Bluetooth: 2.4 GHz (2.4 to 2.4835 MHz)
• Transmitter Power: 6 dBm

Battery
• Battery Chemistry: Lithium-Ion Polymer (LiPo)
• Capacity (mAh): 55 mAh
• Runtime: 5 Hours (BT)
• Recharge Time: 2 Hours
• DC Input Power: 5 VDC at 1 A
• Wireless Charging: None
• Charging Port: Pins

Charging Case
• Additional Runtime: 20 Hours
• Capacity: 660 mAh
• Charging Interface: USB Type-C</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL Clip 4 (Squad),Piece,1,jbl,electronic-accessori,audio,,5190,6488,0,,,,,"electronic-accessori,audio",5,,,,100,active,1,"<p>Main Features
Type
Ultra-portable Waterproof Speaker
Frequency Response
100Hz-20kHz
Noise Ratio
>85dB
Amplifier Power
5 W RMS
Others
Transducer: 40mm / 1.5""
Physical Spec
Dimension
86.30mm*134.50mm*46.0mm / 3.4 x 5.3 x 1.8”
Weight
0.239 kg/ 0.527 lbs
Color
Black (JBLCLIP4BLKAM)
Gray (JBLCLIP4GRY)
Squad (JBLCLIP4SQUAD)
White (JBLCLIP4WHT)
Connection Type
Bluetooth version: 5.1
Power Source
Battery capacity / voltage
3.885Wh
Battery Life
up to 10 hours
Type
Lithium-ion polymer
Manufacture Warranty
Warranty
6 Months
 warranty</p>",,,,,,,
liteelectronicsltd,BTSPEAKER JBL GO 3 (Black),Piece,1,jbl,electronic-accessori,audio,,3490,4363,0,,,,,"electronic-accessori,audio",5,,,,100,active,1,"<p>Features
Built-in hang loop

Brand
JBL

Manufacturer Part Number
JBLGO3BLKAM

Manufacturer
Harman

Assembled Product Weight
0.55 lb

Color
Black

Model
3

Assembled Product Dimensions (L x W x H)
3.40 x 1.60 x 2.70 Inches</p>",,,,,,,
liteelectronicsltd,JBL Speaker Party Box 310,Piece,1,jbl,electronic-accessori,audio,,67990,84989,0,,,,,"electronic-accessori,audio",5,,,,100,active,1,"<p>Incredible JBL Sound with a Dazzling Light Show
Huge sound, dazzling lights and unbelievable power set this speaker apart from the crowd. The JBL PartyBox 310 packs a full party into a transportable, splashproof sound machine like no other. 
Turn up your favorite playlists anywhere, from get-togethers at home to dance parties on the beach. 
Bring big party vibes with 240 watts of JBL Pro Sound and a synced light show that grooves to the beat. Plug in and keep the fun going all night or wheel over to the campfire and take advantage of its impressive 18-hour battery life. 
Start a party with the JBL PartyBox 310.</p>",,,,,,,
liteelectronicsltd,JBL Headphone T500BT,Piece,1,jbl,electronic-accessori,audio,,,5188,0,,,,,"electronic-accessori,audio",5,,,,100,active,1,"<p>WIRELESS BLUETOOTH & MULTI-POINT CONNECTIONS: Wirelessly stream high-quality sound from your smartphone without messy cords. Allows you to effortlessly switch from one Bluetooth device to another.
JBL PURE BASS SOUND: Wireless headphone features the renowned JBL Pure Bass sound, which can be found in the most famous venues all around the world.
HANDS FREE CALLS: Easily control your sound and manage your calls from your bluetooth headphones with the convenient 1-button remote with microphone.
UP TO 16 HOUR BATTERY LIFE WITH SPEED CHARGE: For long-lasting fun, listen wirelessly for up to 16 hours and recharge the battery in as little as 2 hours. A quick 5-minute recharge gives you an additional hour of music.
COMFORT FIT DESIGN: The lightweight materials and soft ear cushions with a padded headband make the bluetooth headphones comfortable to wear for extended periods. The foldable design makes it convenient for you to carry your headphones anywhere and anytime you want music.
PLEASE NOTE: Before use please fully charge the headphone with the supplied cable as well as make sure your device is fully updated to the latest Bluetooth version</p>",,,,,,,
