"business","name","unit","per_unit_value","brand","category","sub_category","sub_category2","vendor_price","price","is_offer_enable","offer_price","featured_image","short_resolation_image","type","keywords","alert_quantity","slug","sku","delivery_time","status","enable_stock","current_stock","description","shipping_charge","image1","image2","image3","image4","image5","image6"
"abelectronics","43UP7550PTC Crystal UHD Smart LED TV 4K 43  inch Slim Black","Piece","1","lg","home-appliances","televisions","","57375","67500","0","","43up7550ptc-crystal-uhd-smart-led-tv-4k-43-inch-slim-black-deshibazaarbd---1-1639403145-1639403145-61b74e89e7932.webp","43up7550ptc-crystal-uhd-smart-led-tv-4k-43-inch-slim-black-deshibazaarbd---1-1639403145-1639403145-61b74e89e7932.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","30","","","","","","","",""
"abelectronics","KDL-32W600D-602D Full HD Wifi Smart 32 inch LED TV","Piece","1","sony","home-appliances","televisions","","29750","35000","0","","kdl-32w600d-602d-full-hd-wifi-smart-32-inch-led-tv-deshibazaarbd---142-1639403153-1639403153-61b74e919b37f.webp","kdl-32w600d-602d-full-hd-wifi-smart-32-inch-led-tv-deshibazaarbd---142-1639403153-1639403153-61b74e919b37f.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","500","","","","","","","",""
"abelectronics","KDL-43W660G Smart Full HD 43 inch LED TV","Piece","1","sony","home-appliances","televisions","","48875","57500","0","","kdl-43w660g-smart-full-hd-43-inch-led-tv-deshibazaarbd---143-1639403153-1639403153-61b74e91ab41a.webp","kdl-43w660g-smart-full-hd-43-inch-led-tv-deshibazaarbd---143-1639403153-1639403153-61b74e91ab41a.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","120","","","","","","","",""
"abelectronics","KDL-50W660G Smart Full HD 50 inch LED TV","Piece","1","sony","home-appliances","televisions","","61625","72500","0","","kdl-50w660g-smart-full-hd-50-inch-led-tv-deshibazaarbd---144-1639403153-1639403153-61b74e91b9192.webp","kdl-50w660g-smart-full-hd-50-inch-led-tv-deshibazaarbd---144-1639403153-1639403153-61b74e91b9192.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","87","","","","","","","",""
"abelectronics","KD-55x8000H Smart 4K UHD Android 55 inch LED TV (2020 Model)","Piece","1","sony","home-appliances","televisions","","87125","102500","0","","kd-55x8000h-smart-4k-uhd-android-55-inch-led-tv-2020-model-deshibazaarbd---139-1639403153-1639403153-61b74e916e6f0.webp","kd-55x8000h-smart-4k-uhd-android-55-inch-led-tv-2020-model-deshibazaarbd---139-1639403153-1639403153-61b74e916e6f0.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","20","","","","","","","",""
"abelectronics","KD-55x7500H Smart 4K UHD Android 55 inch LED TV (2020 Model)","Piece","1","sony","home-appliances","televisions","","79688","93750","0","","kd-55x7500h-smart-4k-uhd-android-55-inch-led-tv-2020-model-deshibazaarbd---138-1639403153-1639403153-61b74e915e58f.webp","kd-55x7500h-smart-4k-uhd-android-55-inch-led-tv-2020-model-deshibazaarbd---138-1639403153-1639403153-61b74e915e58f.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","180","","","","","","","",""
"abelectronics","KD-55X80J Ultra HD Smart LED TV 4K 55  inch Slim Black","Piece","1","sony","home-appliances","televisions","","99875","117500","0","","kd-55x80j-ultra-hd-smart-led-tv-4k-55-inch-slim-black-deshibazaarbd---136-1639403153-1639403153-61b74e913dd92.webp","kd-55x80j-ultra-hd-smart-led-tv-4k-55-inch-slim-black-deshibazaarbd---136-1639403153-1639403153-61b74e913dd92.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","50","","","","","","","",""
"abelectronics","KD-55X85J Ultra HD Smart LED TV 4K 55  inch Slim Black","Piece","1","sony","home-appliances","televisions","","114750","135000","0","","kd-55x85j-ultra-hd-smart-led-tv-4k-55-inch-slim-black-deshibazaarbd---137-1639403153-1639403153-61b74e914e3b9.webp","kd-55x85j-ultra-hd-smart-led-tv-4k-55-inch-slim-black-deshibazaarbd---137-1639403153-1639403153-61b74e914e3b9.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","2","","","","","","","",""
"abelectronics","KD-65x8000H Smart 4K UHD Android 65 inch LED TV","Piece","1","sony","home-appliances","televisions","","127500","150000","0","","kd-65x8000h-smart-4k-uhd-android-65-inch-led-tv-deshibazaarbd---141-1639403153-1639403153-61b74e918bd5b.webp","kd-65x8000h-smart-4k-uhd-android-65-inch-led-tv-deshibazaarbd---141-1639403153-1639403153-61b74e918bd5b.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","20","","","","","","","",""
"abelectronics","KD-65x7500H Smart 4K UHD Android 65 inch LED TV (2020 Model)","Piece","1","sony","home-appliances","televisions","","117937","138750","0","","kd-65x7500h-smart-4k-uhd-android-65-inch-led-tv-2020-model-deshibazaarbd---140-1639403153-1639403153-61b74e917c407.webp","kd-65x7500h-smart-4k-uhd-android-65-inch-led-tv-2020-model-deshibazaarbd---140-1639403153-1639403153-61b74e917c407.webp","","Electronic accessories,Mobile accessories,Audio,Wearable,Console accessories,Camera accessories,Computer accessories,Storage,Printers,Computer components,Network components,Software,Ips","5","","","","active","1","50","","","","","","","",""
